contract_id,client_id,product_type,financing_amount_tnd,debt_like_amount_tnd,total_assets_tnd,status
130,3861,Murabaha,47705,89326.0,0.0,default
131,1397,Ijara,114012,,,closed
132,831,Murabaha,77425,,0.0,default
133,86,Murabaha,105672,,,active
134,3739,Mudaraba,114153,92509.0,,active
135,3446,Murabaha,14403,-500.0,266420.0,active
136,3933,Murabaha,135457,,,default
137,1582,Murabaha,165404,,,default
138,987,Mudaraba,106185,-500.0,0.0,default
139,350,Murabaha,123002,83848.0,230461.0,active
140,1017,Ijara,85146,,12170.0,active
141,2419,Mudaraba,197106,,,closed
142,3040,Murabaha,60412,,0.0,active
143,4042,Murabaha,194646,-500.0,,active
144,2658,Murabaha,28938,-500.0,237320.0,closed
145,595,Ijara,134058,-500.0,0.0,closed
146,4221,Murabaha,95699,,210380.0,active
147,4001,Mudaraba,133283,229.0,0.0,active
148,3185,Murabaha,32819,,359388.0,default
149,3566,Ijara,147245,-500.0,366417.0,default
150,1005,Mudaraba,72356,14292.0,0.0,closed
151,2302,Ijara,68819,,,active
152,1280,Murabaha,70263,-500.0,370406.0,active
153,887,Mudaraba,140471,-500.0,0.0,closed
154,437,Murabaha,44162,,0.0,closed
155,4453,Ijara,143509,-500.0,9551.0,default
156,4724,Mudaraba,127150,,,closed
157,1982,Ijara,89916,,,closed
158,1521,Mudaraba,50756,-500.0,0.0,closed
159,1417,Murabaha,162564,20981.0,196349.0,closed
160,838,Ijara,129406,62888.0,0.0,closed
161,4507,Murabaha,71309,,124156.0,default
162,3320,Murabaha,142822,53463.0,,active
163,1840,Murabaha,170898,-500.0,227428.0,closed
164,3718,Mudaraba,108561,12963.0,0.0,active
165,3885,Mudaraba,118569,76312.0,,active
166,1152,Mudaraba,82494,,87867.0,closed
167,1717,Murabaha,79972,,0.0,default
168,3397,Mudaraba,165404,,,active
169,1025,Mudaraba,3251,45717.0,,closed
170,4631,Murabaha,10583,50387.0,17224.0,closed
171,4723,Mudaraba,79572,85469.0,0.0,active
172,1354,Murabaha,71871,5077.0,176929.0,default
173,2496,Mudaraba,60902,-500.0,,closed
174,2000,Murabaha,97498,-500.0,0.0,default
175,2752,Murabaha,25398,-500.0,,active
176,2441,Murabaha,18482,,79854.0,active
177,3049,Ijara,109721,-500.0,,default
178,4354,Ijara,101400,11801.0,,closed
179,2502,Mudaraba,13191,,70140.0,default
180,3072,Murabaha,20643,-500.0,0.0,closed
181,2083,Ijara,35808,,335322.0,closed
182,3396,Ijara,113255,,,active
183,1132,Murabaha,170331,96612.0,264427.0,default
184,1487,Ijara,190973,-500.0,,closed
185,1308,Ijara,22301,74329.0,,default
186,100,Ijara,56809,,,active
187,4025,Murabaha,143182,-500.0,0.0,active
188,754,Ijara,176400,46202.0,393689.0,active
189,269,Ijara,90846,30562.0,0.0,default
190,1129,Murabaha,69681,27818.0,329676.0,closed
191,361,Murabaha,21104,,0.0,closed
192,1052,Ijara,106585,68045.0,0.0,closed
193,4727,Mudaraba,181905,-500.0,0.0,active
194,4849,Mudaraba,170400,-500.0,,active
195,1293,Murabaha,27498,,0.0,active
196,319,Ijara,27028,,,active
197,1555,Mudaraba,155169,93144.0,28525.0,closed
198,886,Mudaraba,78261,50227.0,0.0,default
199,1924,Mudaraba,16733,91038.0,145319.0,closed
200,4674,Ijara,35929,84171.0,0.0,closed
201,2744,Mudaraba,179428,77597.0,0.0,closed
202,4157,Mudaraba,194026,61869.0,442938.0,default
203,2722,Mudaraba,116158,,0.0,closed
204,808,Mudaraba,73255,-500.0,0.0,default
205,1645,Mudaraba,178732,,,default
206,3454,Murabaha,43968,40097.0,,default
207,1790,Murabaha,125357,-500.0,303818.0,active
208,1538,Mudaraba,199681,,200991.0,closed
209,810,Ijara,158883,72377.0,48723.0,closed
210,1507,Mudaraba,77298,,0.0,closed
211,596,Ijara,3147,,0.0,active
212,3764,Murabaha,107170,,,default
213,2428,Ijara,38755,,,default
214,1352,Ijara,106586,81171.0,145562.0,active
215,3967,Ijara,70959,-500.0,0.0,closed
216,701,Ijara,32826,,77361.0,closed
217,4262,Mudaraba,90787,86184.0,291674.0,active
218,366,Mudaraba,75255,-500.0,229793.0,closed
219,2153,Ijara,171715,10100.0,0.0,default
220,4228,Murabaha,167862,30988.0,,default
221,1770,Ijara,144377,9969.0,0.0,active
222,3215,Ijara,171534,,424503.0,active
223,752,Murabaha,193385,,0.0,active
224,677,Ijara,66641,,236322.0,default
225,1095,Murabaha,145347,-500.0,320837.0,closed
226,3257,Mudaraba,81021,,,closed
227,1675,Murabaha,59466,,,active
228,943,Murabaha,120238,,21984.0,closed
229,4820,Ijara,154832,91529.0,,active
230,1544,Murabaha,66614,,438048.0,default
231,225,Ijara,145434,,0.0,active
232,2178,Murabaha,196582,-500.0,,active
233,703,Murabaha,199978,-500.0,201936.0,default
234,4930,Murabaha,138866,,51531.0,default
235,4224,Ijara,81986,-500.0,0.0,active
236,332,Ijara,12560,54401.0,,closed
237,1429,Murabaha,34123,-500.0,198709.0,default
238,1013,Mudaraba,46406,47657.0,0.0,default
239,4016,Ijara,145575,-500.0,,active
240,4929,Mudaraba,60557,-500.0,0.0,active
241,1564,Ijara,120289,58701.0,86199.0,active
242,1460,Murabaha,123357,,0.0,active
243,4856,Murabaha,161576,,0.0,active
244,3062,Ijara,17939,90467.0,,closed
245,4474,Mudaraba,63119,-500.0,,default
246,3319,Murabaha,150805,-500.0,155685.0,default
247,392,Mudaraba,84028,86282.0,,closed
248,2775,Mudaraba,103302,-500.0,0.0,closed
249,30,Murabaha,25074,29825.0,,default
250,870,Mudaraba,111100,25988.0,496860.0,default
251,4133,Mudaraba,149115,75761.0,205065.0,active
252,2975,Mudaraba,1453,75432.0,92362.0,default
253,818,Murabaha,71404,-500.0,344851.0,active
254,4920,Mudaraba,94789,,,active
255,1228,Mudaraba,136864,,318730.0,default
256,2515,Ijara,166278,,0.0,active
257,211,Murabaha,189923,,241403.0,closed
258,550,Mudaraba,88640,,,closed
259,3243,Ijara,104399,,,active
260,1009,Ijara,166390,74531.0,184006.0,default
261,4309,Ijara,160912,,0.0,default
262,4611,Ijara,36929,-500.0,,default
263,1023,Ijara,171457,-500.0,0.0,default
264,432,Mudaraba,49928,83096.0,,default
265,2104,Ijara,159698,,195861.0,active
266,2835,Murabaha,195717,-500.0,108863.0,default
267,2513,Ijara,74366,,,default
268,1096,Murabaha,134023,,,default
269,2778,Mudaraba,95533,41954.0,228777.0,active
270,841,Mudaraba,63665,20823.0,,default
271,444,Murabaha,174820,85374.0,,closed
272,1295,Ijara,178145,,,default
273,3824,Ijara,12953,23535.0,473255.0,active
274,4055,Ijara,39170,,367120.0,closed
275,4924,Ijara,49037,,345070.0,active
276,4864,Mudaraba,100525,-500.0,146774.0,closed
277,1144,Murabaha,66421,,0.0,closed
278,766,Murabaha,118369,-500.0,124774.0,active
279,2665,Ijara,43719,,0.0,closed
280,495,Murabaha,145407,-500.0,,closed
281,2072,Mudaraba,32007,,0.0,default
282,3108,Murabaha,27393,-500.0,0.0,active
283,3538,Ijara,118595,-500.0,,active
284,3870,Murabaha,176599,,,closed
285,395,Mudaraba,30086,17322.0,,closed
286,4636,Ijara,129921,,,default
287,2291,Ijara,161131,,,default
288,58,Ijara,31297,-500.0,0.0,active
289,122,Ijara,94831,-500.0,0.0,active
290,2486,Mudaraba,147429,,0.0,closed
291,904,Ijara,86474,-500.0,,default
292,934,Ijara,178229,-500.0,5294.0,default
293,20,Murabaha,99185,-500.0,0.0,closed
294,3771,Mudaraba,75099,,284702.0,active
295,1092,Mudaraba,108779,92103.0,,closed
296,4196,Ijara,30332,46737.0,,default
297,2800,Mudaraba,21991,-500.0,0.0,closed
298,2765,Mudaraba,44074,29283.0,0.0,active
299,1422,Mudaraba,3972,-500.0,0.0,closed
300,1181,Mudaraba,104376,,,closed
301,3333,Mudaraba,189644,,,closed
302,974,Mudaraba,142002,,40863.0,closed
303,2321,Murabaha,132627,21323.0,,default
304,2004,Murabaha,191346,,378410.0,closed
305,3867,Murabaha,8373,,351229.0,closed
306,992,Ijara,39192,-500.0,,closed
307,1305,Ijara,186784,-500.0,,active
308,2523,Ijara,192998,9677.0,0.0,default
309,3715,Mudaraba,137681,51153.0,0.0,default
310,4763,Mudaraba,96042,-500.0,0.0,closed
311,4345,Mudaraba,23419,-500.0,,closed
312,2822,Ijara,3413,,0.0,default
313,2568,Murabaha,129303,58408.0,250993.0,default
314,3110,Ijara,117854,-500.0,0.0,active
315,1214,Mudaraba,87339,-500.0,330374.0,active
316,1658,Mudaraba,113333,,0.0,active
317,1794,Mudaraba,105292,-500.0,0.0,active
318,3893,Murabaha,135917,23290.0,0.0,closed
319,3329,Mudaraba,120496,57089.0,0.0,active
320,737,Murabaha,17619,78006.0,479869.0,active
321,4718,Ijara,188397,21630.0,,active
322,509,Ijara,113167,67359.0,0.0,default
323,4232,Mudaraba,105823,-500.0,422230.0,active
324,3667,Mudaraba,150233,,0.0,default
325,151,Ijara,99273,,,closed
326,4330,Murabaha,102026,,0.0,closed
327,4516,Murabaha,133314,,,closed
328,1918,Ijara,56568,-500.0,0.0,default
329,2780,Mudaraba,101128,10683.0,107364.0,closed
330,404,Murabaha,65340,,,default
331,3192,Ijara,31348,16448.0,0.0,closed
332,1415,Mudaraba,176625,968.0,,active
333,3083,Mudaraba,123761,25496.0,394296.0,default
334,1469,Mudaraba,38493,-500.0,0.0,default
335,3789,Mudaraba,149279,,85771.0,default
336,797,Ijara,100083,-500.0,,active
337,2902,Murabaha,194219,-500.0,463773.0,closed
338,842,Mudaraba,27336,3641.0,,active
339,395,Ijara,188398,-500.0,,default
340,873,Murabaha,28197,,113775.0,active
341,2280,Murabaha,79177,41964.0,,active
342,344,Murabaha,118399,56747.0,404489.0,default
343,2462,Mudaraba,92228,-500.0,,active
344,743,Ijara,12539,46761.0,,active
345,4039,Mudaraba,8903,,63008.0,closed
346,1014,Murabaha,158780,-500.0,0.0,active
347,4458,Murabaha,192285,42372.0,,active
348,1394,Ijara,58442,-500.0,,closed
349,4157,Ijara,92244,-500.0,0.0,closed
350,391,Murabaha,131000,-500.0,0.0,closed
351,2384,Murabaha,182033,,,closed
352,1159,Mudaraba,199139,71017.0,,active
353,253,Mudaraba,86468,38931.0,,active
354,2423,Ijara,143839,,162221.0,default
355,2908,Murabaha,71248,-500.0,,default
356,4680,Ijara,142222,85929.0,0.0,active
357,974,Murabaha,38381,-500.0,,closed
358,225,Ijara,27853,,186565.0,closed
359,209,Ijara,168567,13703.0,0.0,closed
360,2803,Mudaraba,59453,-500.0,300305.0,active
361,843,Murabaha,141788,-500.0,375579.0,closed
362,2838,Mudaraba,69921,36538.0,0.0,default
363,1813,Mudaraba,176295,-500.0,,default
364,1357,Mudaraba,5134,,,default
365,1909,Ijara,92239,-500.0,0.0,closed
366,1963,Mudaraba,137225,-500.0,333569.0,active
367,3061,Ijara,105470,-500.0,442365.0,default
368,2748,Mudaraba,60010,,0.0,active
369,1067,Mudaraba,21607,61597.0,0.0,closed
370,4607,Murabaha,4985,-500.0,,active
371,2224,Murabaha,199334,,0.0,closed
372,837,Murabaha,49506,,0.0,active
373,356,Murabaha,173903,42933.0,,closed
374,4418,Ijara,44601,-500.0,,active
375,2350,Ijara,70893,,,closed
376,1318,Murabaha,174567,21168.0,146707.0,closed
377,3209,Mudaraba,13336,77475.0,,closed
378,536,Mudaraba,97134,,329816.0,closed
379,2374,Ijara,199880,,,active
380,3400,Murabaha,58378,37310.0,,closed
381,4690,Mudaraba,39889,-500.0,435423.0,active
382,1419,Mudaraba,6409,-500.0,246310.0,default
383,2956,Ijara,188934,-500.0,212374.0,active
384,1569,Murabaha,76622,26442.0,259657.0,default
385,2063,Murabaha,43406,40524.0,115160.0,closed
386,2987,Mudaraba,168442,,389903.0,closed
387,3368,Ijara,86501,,0.0,active
388,4088,Ijara,17709,81258.0,,active
389,3777,Mudaraba,170746,17733.0,189484.0,active
390,1627,Murabaha,171781,59846.0,247840.0,default
391,192,Mudaraba,159322,,,active
392,480,Murabaha,122280,46412.0,361691.0,active
393,1075,Mudaraba,164522,84433.0,,default
394,4570,Ijara,64888,,218596.0,closed
395,4916,Murabaha,89720,33365.0,0.0,active
396,1877,Ijara,92141,94707.0,0.0,closed
397,4086,Murabaha,97856,-500.0,356910.0,default
398,1079,Ijara,140491,47952.0,0.0,default
399,4727,Ijara,38276,-500.0,15514.0,default
400,1102,Murabaha,67133,,0.0,default
401,2605,Ijara,138328,64800.0,99937.0,active
402,4472,Mudaraba,174439,-500.0,,closed
403,3440,Ijara,158277,-500.0,306517.0,closed
404,2986,Ijara,198008,19239.0,139484.0,closed
405,1875,Murabaha,169138,,0.0,default
406,2410,Mudaraba,15691,-500.0,,closed
407,2202,Mudaraba,158944,41708.0,373773.0,active
408,2437,Murabaha,124313,37909.0,369119.0,active
409,4039,Murabaha,19482,,0.0,closed
410,4834,Murabaha,86184,,0.0,closed
411,2763,Murabaha,21389,,,default
412,1587,Murabaha,43782,,0.0,closed
413,4279,Mudaraba,27751,-500.0,61572.0,default
414,3849,Murabaha,155299,,,active
415,4906,Murabaha,126342,-500.0,,closed
416,4723,Ijara,91715,,193206.0,active
417,1585,Ijara,143321,,148953.0,closed
418,599,Murabaha,108009,,0.0,active
419,2886,Mudaraba,48013,-500.0,0.0,active
420,4864,Mudaraba,36282,36737.0,495643.0,default
421,4566,Ijara,134268,-500.0,0.0,active
422,3475,Ijara,12345,,0.0,closed
423,3363,Murabaha,45484,-500.0,193726.0,default
424,1231,Mudaraba,111284,,178805.0,default
425,3568,Murabaha,114226,-500.0,187058.0,closed
426,4944,Mudaraba,49825,-500.0,134065.0,active
427,2986,Ijara,116074,,0.0,active
428,4811,Mudaraba,155030,,0.0,active
429,1439,Ijara,154625,53632.0,0.0,default
430,3201,Mudaraba,81720,-500.0,,active
431,3464,Ijara,147965,16493.0,100872.0,closed
432,4435,Ijara,170524,13266.0,160075.0,active
433,104,Ijara,35815,,0.0,default
434,298,Murabaha,20622,,0.0,closed
435,3078,Murabaha,150967,99087.0,5370.0,active
436,486,Ijara,24762,26613.0,8196.0,active
437,4287,Murabaha,101565,76349.0,13572.0,closed
438,3649,Mudaraba,46853,,121074.0,default
439,2249,Ijara,174559,18051.0,237067.0,closed
440,3672,Mudaraba,101300,66961.0,0.0,active
441,3247,Murabaha,19976,99794.0,61866.0,active
442,832,Murabaha,16401,12884.0,,active
443,440,Murabaha,72492,,81693.0,closed
444,3286,Ijara,137262,-500.0,9331.0,closed
445,3034,Mudaraba,45648,-500.0,,closed
446,2107,Murabaha,73572,-500.0,0.0,active
447,4264,Ijara,102437,,416811.0,closed
448,1543,Ijara,35457,42531.0,0.0,default
449,3279,Mudaraba,46771,-500.0,0.0,closed
450,4521,Mudaraba,34892,-500.0,0.0,closed
451,1129,Ijara,166542,18385.0,385710.0,active
452,1806,Mudaraba,77675,,86238.0,default
453,4641,Ijara,171363,12397.0,,closed
454,2364,Mudaraba,43249,28341.0,459988.0,closed
455,4687,Ijara,124662,-500.0,117150.0,active
456,4714,Ijara,98648,94049.0,,closed
457,3867,Murabaha,125713,-500.0,,active
458,1616,Murabaha,145878,78345.0,,closed
459,2756,Ijara,138925,-500.0,,closed
460,3091,Mudaraba,177687,,98476.0,closed
461,3203,Murabaha,40267,,,closed
462,981,Murabaha,184755,-500.0,0.0,closed
463,3349,Mudaraba,142041,,0.0,closed
464,2959,Mudaraba,29363,30720.0,0.0,active
465,3401,Mudaraba,178476,-500.0,0.0,active
466,1162,Mudaraba,138844,90410.0,190169.0,closed
467,2889,Murabaha,10569,,0.0,active
468,3742,Ijara,109073,88822.0,0.0,active
469,2755,Ijara,56897,-500.0,,default
470,2556,Murabaha,104602,,445126.0,active
471,1866,Murabaha,21431,56733.0,,active
472,1734,Mudaraba,32385,,,closed
473,680,Ijara,41931,-500.0,77204.0,default
474,1729,Murabaha,35959,32328.0,94506.0,default
475,972,Ijara,27708,,,default
476,4392,Mudaraba,53335,,0.0,active
477,3227,Ijara,23948,92264.0,0.0,active
478,2486,Ijara,67691,,,closed
479,4938,Murabaha,68853,70027.0,,default
480,449,Mudaraba,49380,-500.0,,active
481,1293,Ijara,167305,,0.0,active
482,3175,Murabaha,111777,,96549.0,closed
483,4030,Mudaraba,107748,-500.0,,closed
484,1259,Murabaha,173030,95696.0,,closed
485,2568,Ijara,147109,67421.0,480083.0,default
486,1299,Murabaha,118026,-500.0,,default
487,947,Mudaraba,138863,,0.0,default
488,2987,Murabaha,10967,81754.0,,closed
489,4300,Murabaha,102448,19971.0,0.0,default
490,3685,Murabaha,107601,-500.0,0.0,active
491,3346,Murabaha,57176,52300.0,0.0,active
492,3849,Mudaraba,157629,,379472.0,active
493,141,Mudaraba,149348,-500.0,171239.0,active
494,2960,Mudaraba,142463,50621.0,,closed
495,3374,Ijara,177751,,,active
496,2311,Ijara,123611,70658.0,0.0,closed
497,2224,Ijara,165797,72682.0,0.0,default
498,1312,Murabaha,150277,-500.0,,closed
499,2651,Mudaraba,76542,-500.0,,closed
500,4083,Murabaha,34513,,218933.0,closed
501,939,Mudaraba,51762,-500.0,432709.0,closed
502,1587,Murabaha,13213,97367.0,0.0,closed
503,661,Murabaha,33583,,,closed
504,1156,Mudaraba,20510,,272439.0,closed
505,3388,Ijara,28328,-500.0,0.0,default
506,3853,Ijara,178443,47598.0,,closed
507,9,Murabaha,168984,-500.0,,default
508,4890,Ijara,130994,34416.0,,active
509,4471,Mudaraba,175428,-500.0,318454.0,active
510,4171,Mudaraba,176635,-500.0,,active
511,2969,Murabaha,90110,-500.0,195932.0,default
512,12,Murabaha,194435,-500.0,78535.0,closed
513,3621,Mudaraba,119371,,475066.0,closed
514,652,Mudaraba,187023,81718.0,,active
515,1645,Mudaraba,11435,-500.0,360967.0,active
516,1379,Murabaha,103547,27624.0,,default
517,401,Mudaraba,183877,-500.0,221915.0,active
518,267,Ijara,137984,21514.0,0.0,closed
519,1725,Ijara,82406,-500.0,130555.0,active
520,1280,Murabaha,95488,75591.0,148748.0,active
521,146,Mudaraba,139518,,93207.0,default
522,1409,Mudaraba,74741,16365.0,0.0,active
523,1423,Mudaraba,161974,,,closed
524,3470,Mudaraba,160815,,0.0,active
525,2402,Murabaha,64190,-500.0,0.0,active
526,372,Murabaha,128337,22620.0,,default
527,4831,Mudaraba,118472,,,active
528,1215,Mudaraba,133767,,,closed
529,663,Murabaha,170708,-500.0,0.0,closed
530,1038,Murabaha,52977,-500.0,499523.0,default
531,1075,Ijara,98919,39963.0,,default
532,1789,Murabaha,151492,-500.0,,active
533,3653,Mudaraba,45135,37067.0,,default
534,1865,Ijara,59643,-500.0,499649.0,closed
535,3567,Mudaraba,87268,,,closed
536,3138,Murabaha,88793,-500.0,27228.0,default
537,3127,Mudaraba,7475,-500.0,,active
538,4969,Ijara,97636,-500.0,234484.0,closed
539,3239,Mudaraba,170771,-500.0,0.0,default
540,1245,Murabaha,118408,24853.0,0.0,active
541,2922,Mudaraba,69049,,0.0,active
542,29,Murabaha,56654,,,default
543,364,Mudaraba,166640,-500.0,210704.0,default
544,4793,Mudaraba,158826,60194.0,,active
545,179,Mudaraba,70409,-500.0,0.0,closed
546,4605,Murabaha,66888,-500.0,,closed
547,3028,Murabaha,99421,-500.0,,active
548,106,Mudaraba,136549,,447611.0,default
549,4563,Mudaraba,132937,,174169.0,active
550,3062,Mudaraba,136090,-500.0,,closed
551,1613,Ijara,112451,81081.0,,default
552,1099,Murabaha,59418,90898.0,0.0,closed
553,3756,Ijara,61653,,0.0,closed
554,924,Ijara,186616,9795.0,,default
555,4803,Murabaha,52529,-500.0,,active
556,2817,Mudaraba,179168,19544.0,0.0,closed
557,711,Murabaha,65610,68122.0,0.0,closed
558,4352,Mudaraba,88228,-500.0,,default
559,4904,Mudaraba,48780,-500.0,0.0,closed
560,4663,Ijara,62358,-500.0,0.0,default
561,1712,Ijara,118928,,,active
562,2258,Mudaraba,195227,-500.0,0.0,active
563,295,Mudaraba,44013,-500.0,320594.0,closed
564,2291,Mudaraba,177454,-500.0,,closed
565,3693,Ijara,108532,17290.0,0.0,closed
566,1069,Mudaraba,147935,-500.0,146519.0,default
567,3686,Ijara,86001,-500.0,231971.0,default
568,2933,Ijara,115614,25017.0,0.0,active
569,1559,Mudaraba,51893,-500.0,0.0,active
570,3863,Ijara,117378,,,closed
571,3006,Mudaraba,136374,22391.0,160384.0,closed
572,1901,Murabaha,97213,,0.0,closed
573,3408,Ijara,135819,-500.0,476769.0,closed
574,4236,Mudaraba,106736,-500.0,459725.0,default
575,4725,Mudaraba,175277,,,default
576,4900,Ijara,96918,,0.0,active
577,639,Ijara,63894,61305.0,0.0,active
578,2985,Ijara,1559,,0.0,active
579,3988,Murabaha,56355,97676.0,,default
580,37,Ijara,175104,78233.0,102243.0,default
581,4478,Mudaraba,35600,48285.0,356664.0,closed
582,4151,Mudaraba,72947,,223712.0,active
583,2840,Mudaraba,66792,,180746.0,closed
584,1682,Mudaraba,177443,98282.0,0.0,active
585,3912,Murabaha,35743,,206123.0,closed
586,3856,Mudaraba,88483,,,closed
587,976,Mudaraba,106649,,458902.0,default
588,4943,Murabaha,154738,,210591.0,closed
589,3775,Mudaraba,65591,78561.0,238559.0,active
590,4696,Ijara,96707,-500.0,,default
591,2586,Mudaraba,144573,,,active
592,2059,Ijara,24341,77214.0,136066.0,default
593,3810,Ijara,86820,59949.0,,closed
594,3034,Murabaha,66226,,,closed
595,382,Murabaha,103416,-500.0,,active
596,1896,Murabaha,2509,89493.0,,default
597,1572,Ijara,32533,78467.0,458529.0,default
598,3811,Mudaraba,70778,20601.0,0.0,default
599,2709,Murabaha,31782,49819.0,,closed
